PAGE_NAME,IS_MOBILE,RAW_TRAFFIC,RAW_TRAFFIC_WITH_CALL,CALL_TO_TRAFFIC_RATIO
main>account>subpage3>subsubpage_s,MOB,396,72,0.18181818181818182
main>account>subpage3>subsubpage_v,MOB,53,-2,-0.03773584905660377
main>account>subpage3>subsubpage_x,MOB,108,5,0.046296296296296294
main>account>subpage3>subsubpage_y,MOB,30,1,0.03333333333333333
main>account>subpage4>subsubpage_c,MOB,197,63,0.3197969543147208
main>account>subpage4>subsubpage_e,MOB,52,7,0.1346153846153846
main>account>subpage4>subsubpage_g,MOB,143,70,0.48951048951048953
main>account>subpage4>subsubpage_i,MOB,41,10,0.24390243902439024
main>account>subpage4>subsubpage_k,MOB,1671,281,0.16816277678037103
main>account>subpage4>subsubpage_l,MOB,17,1,0.058823529411764705
main>account>subpage4>subsubpage_m,MOB,56,16,0.2857142857142857
main>account>subpage4>subsubpage_o,MOB,61,6,0.09836065573770492
main>account>subpage4>subsubpage_p,MOB,32,0,0.0
main>account>subpage4>subsubpage_r,MOB,11,2,0.18181818181818182
main>account>subpage4>subsubpage_s,MOB,111,17,0.15315315315315314
main>account>subpage4>subsubpage_w,MOB,495,162,0.32727272727272727
main>account>subpage4>subsubpage_x,MOB,2311,321,0.13890090869753355
main>account>subpage4>subsubpage_y,MOB,14,-4,-0.2857142857142857
main>account>subpage5>subsubpage_a,MOB,56,15,0.26785714285714285
main>account>subpage5>subsubpage_b,MOB,362,-47,-0.1298342541436464
main>account>subpage5>subsubpage_d,MOB,2091,796,0.38067910090865614
main>account>subpage5>subsubpage_h,MOB,5525,2338,0.4231674208144796
main>account>subpage5>subsubpage_i,MOB,698,60,0.08595988538681948
main>account>subpage5>subsubpage_j,MOB,241,-5,-0.02074688796680498
main>account>subpage5>subsubpage_m,MOB,8,0,0.0
main>account>subpage5>subsubpage_o,MOB,20306,5703,0.28085294986703435
main>account>subpage5>subsubpage_s,MOB,946,113,0.11945031712473574
main>account>subpage5>subsubpage_t,MOB,413,24,0.05811138014527845
main>account>subpage5>subsubpage_u,MOB,165,18,0.10909090909090909
main>account>subpage5>subsubpage_w,MOB,31,14,0.45161290322580644
main>account>subpage5>subsubpage_y,MOB,198,40,0.20202020202020202
main>account>subpage5>subsubpage_z,MOB,9943,2603,0.2617922156290858
main>account>subpage6>subsubpage_a,MOB,424,113,0.2665094339622642
main>account>subpage6>subsubpage_b,MOB,5099,1543,0.3026083545793293
main>account>subpage6>subsubpage_f,MOB,217,67,0.3087557603686636
main>account>subpage6>subsubpage_g,MOB,214,9,0.04205607476635514
main>account>subpage6>subsubpage_k,MOB,25,2,0.08
main>account>subpage6>subsubpage_l,MOB,34,1,0.029411764705882353
main>account>subpage6>subsubpage_o,MOB,274,11,0.040145985401459854
main>account>subpage6>subsubpage_q,MOB,22,7,0.3181818181818182
main>account>subpage6>subsubpage_s,MOB,303,22,0.07260726072607261
main>account>subpage6>subsubpage_t,MOB,418,57,0.13636363636363635
main>account>subpage6>subsubpage_u,MOB,7,0,0.0
main>account>subpage6>subsubpage_v,MOB,270,16,0.05925925925925926
main>account>subpage6>subsubpage_w,MOB,149,40,0.2684563758389262
main>account>subpage6>subsubpage_y,MOB,21,1,0.047619047619047616
main>account>subpage6>subsubpage_z,MOB,14,1,0.07142857142857142
main>account>subpage7>subsubpage_a,MOB,344,77,0.2238372093023256
main>account>subpage7>subsubpage_f,MOB,25,5,0.2
main>account>subpage7>subsubpage_g,MOB,2533,681,0.2688511646269246
main>account>subpage7>subsubpage_h,MOB,174,30,0.1724137931034483
main>account>subpage7>subsubpage_m,MOB,94,-10,-0.10638297872340426
main>account>subpage7>subsubpage_p,MOB,118,28,0.23728813559322035
main>account>subpage7>subsubpage_s,MOB,84,19,0.2261904761904762
main>account>subpage7>subsubpage_t,MOB,60,18,0.3
main>account>subpage7>subsubpage_w,MOB,200,4,0.02
main>account>subpage7>subsubpage_y,MOB,3287,1736,0.5281411621539398
main>account>subpage8>subsubpage_b,MOB,50,-1,-0.02
main>account>subpage8>subsubpage_c,MOB,739,191,0.2584573748308525
main>account>subpage8>subsubpage_d,MOB,379,59,0.15567282321899736
main>account>subpage8>subsubpage_e,MOB,26,2,0.07692307692307693
main>account>subpage8>subsubpage_f,MOB,263,71,0.26996197718631176
main>account>subpage8>subsubpage_g,MOB,79,8,0.10126582278481013
main>account>subpage8>subsubpage_h,MOB,7075,-1417,-0.2002826855123675
main>account>subpage8>subsubpage_o,MOB,896,-22,-0.024553571428571428
main>account>subpage8>subsubpage_p,MOB,102,22,0.21568627450980393
main>account>subpage8>subsubpage_r,MOB,101,49,0.48514851485148514
main>account>subpage8>subsubpage_t,MOB,3453,-249,-0.07211120764552563
main>account>subpage8>subsubpage_u,MOB,16,2,0.125
main>account>subpage8>subsubpage_v,MOB,75,27,0.36
main>account>subpage8>subsubpage_w,MOB,41,9,0.21951219512195122
main>account>subpage8>subsubpage_y,MOB,20,1,0.05
main>account>subpage9>subsubpage_c,MOB,48,-3,-0.0625
main>account>subpage9>subsubpage_g,MOB,1080,-126,-0.11666666666666667
main>account>subpage9>subsubpage_i,MOB,187,7,0.0374331550802139
main>account>subpage9>subsubpage_j,MOB,199,18,0.09045226130653267
main>account>subpage9>subsubpage_l,MOB,39,-7,-0.1794871794871795
main>account>subpage9>subsubpage_p,MOB,1093,-113,-0.10338517840805124
main>account>subpage9>subsubpage_s,MOB,2273,444,0.19533655961284646
main>account>subpage9>subsubpage_u,MOB,4175,370,0.08862275449101796
main>account>subpage9>subsubpage_y,MOB,52,1,0.019230769230769232
main>credit>subpage10>subsubpage_d,MOB,33,2,0.06060606060606061
main>credit>subpage10>subsubpage_g,MOB,49,1,0.02040816326530612
main>credit>subpage10>subsubpage_h,MOB,161,46,0.2857142857142857
main>credit>subpage10>subsubpage_j,MOB,42,16,0.38095238095238093
main>credit>subpage10>subsubpage_n,MOB,178,82,0.4606741573033708
main>credit>subpage10>subsubpage_o,MOB,120,31,0.25833333333333336
main>credit>subpage10>subsubpage_q,MOB,135,35,0.25925925925925924
main>credit>subpage10>subsubpage_r,MOB,30,11,0.36666666666666664
main>credit>subpage10>subsubpage_u,MOB,66,27,0.4090909090909091
main>credit>subpage1>subsubpage_d,MOB,41,15,0.36585365853658536
main>credit>subpage1>subsubpage_g,MOB,39,13,0.3333333333333333
main>credit>subpage1>subsubpage_i,MOB,816,44,0.05392156862745098
main>credit>subpage1>subsubpage_l,MOB,2558,-230,-0.08991399530883502
main>credit>subpage1>subsubpage_p,MOB,444,125,0.28153153153153154
main>credit>subpage1>subsubpage_s,MOB,9,1,0.1111111111111111
main>credit>subpage1>subsubpage_t,MOB,67,9,0.13432835820895522
main>credit>subpage1>subsubpage_u,MOB,42,0,0.0
main>credit>subpage1>subsubpage_v,MOB,41,-1,-0.024390243902439025
main>credit>subpage1>subsubpage_w,MOB,22,7,0.3181818181818182
main>credit>subpage1>subsubpage_x,MOB,29,6,0.20689655172413793
main>credit>subpage1>subsubpage_z,MOB,40,0,0.0
main>credit>subpage2>subsubpage_c,MOB,193,40,0.20725388601036268
main>credit>subpage2>subsubpage_j,MOB,65,12,0.18461538461538463
main>credit>subpage2>subsubpage_k,MOB,101,23,0.22772277227722773
main>credit>subpage2>subsubpage_n,MOB,27,13,0.48148148148148145
main>credit>subpage2>subsubpage_o,MOB,102,14,0.13725490196078433
main>credit>subpage2>subsubpage_p,MOB,104,-4,-0.038461538461538464
main>credit>subpage2>subsubpage_q,MOB,72,11,0.1527777777777778
main>credit>subpage2>subsubpage_r,MOB,65,3,0.046153846153846156
main>credit>subpage2>subsubpage_s,MOB,1026,238,0.23196881091617932
main>credit>subpage2>subsubpage_u,MOB,34,6,0.17647058823529413
main>credit>subpage2>subsubpage_v,MOB,129,26,0.20155038759689922
main>credit>subpage2>subsubpage_y,MOB,194,12,0.061855670103092786
main>credit>subpage2>subsubpage_z,MOB,139,29,0.20863309352517986
main>credit>subpage3>subsubpage_a,MOB,107,7,0.06542056074766354
main>credit>subpage3>subsubpage_c,MOB,878,199,0.2266514806378132
main>credit>subpage3>subsubpage_f,MOB,105,11,0.10476190476190476
main>credit>subpage3>subsubpage_g,MOB,202,-3,-0.01485148514851485
main>credit>subpage3>subsubpage_h,MOB,190,42,0.22105263157894736
main>credit>subpage3>subsubpage_k,MOB,11,0,0.0
main>credit>subpage3>subsubpage_o,MOB,143,52,0.36363636363636365
main>credit>subpage3>subsubpage_q,MOB,1476,319,0.21612466124661248
main>credit>subpage3>subsubpage_s,MOB,52,11,0.21153846153846154
main>credit>subpage3>subsubpage_u,MOB,301,49,0.16279069767441862
main>credit>subpage4>subsubpage_a,MOB,90,12,0.13333333333333333
main>credit>subpage4>subsubpage_b,MOB,73,-15,-0.2054794520547945
main>credit>subpage4>subsubpage_e,MOB,263,87,0.33079847908745247
main>credit>subpage4>subsubpage_h,MOB,14,0,0.0
main>credit>subpage4>subsubpage_j,MOB,11,3,0.2727272727272727
main>credit>subpage4>subsubpage_k,MOB,43,2,0.046511627906976744
main>credit>subpage4>subsubpage_m,MOB,1709,219,0.12814511410181392
main>credit>subpage4>subsubpage_n,MOB,170,19,0.11176470588235295
main>credit>subpage4>subsubpage_p,MOB,552,-3,-0.005434782608695652
main>credit>subpage4>subsubpage_q,MOB,169,21,0.1242603550295858
main>credit>subpage4>subsubpage_r,MOB,9,2,0.2222222222222222
main>credit>subpage4>subsubpage_s,MOB,68,5,0.07352941176470588
main>credit>subpage4>subsubpage_t,MOB,285,-11,-0.03859649122807018
main>credit>subpage4>subsubpage_u,MOB,12,0,0.0
main>credit>subpage4>subsubpage_x,MOB,168,31,0.18452380952380953
main>credit>subpage4>subsubpage_z,MOB,84,27,0.32142857142857145
main>credit>subpage5>subsubpage_b,MOB,33,9,0.2727272727272727
main>credit>subpage5>subsubpage_e,MOB,127,24,0.1889763779527559
main>credit>subpage5>subsubpage_g,MOB,61,0,0.0
main>credit>subpage5>subsubpage_j,MOB,15,4,0.26666666666666666
main>credit>subpage5>subsubpage_m,MOB,51,7,0.13725490196078433
main>credit>subpage5>subsubpage_o,MOB,109,12,0.11009174311926606
main>credit>subpage5>subsubpage_p,MOB,19,5,0.2631578947368421
main>credit>subpage5>subsubpage_q,MOB,38,9,0.23684210526315788
main>credit>subpage5>subsubpage_r,MOB,1048,235,0.22423664122137404
main>credit>subpage5>subsubpage_s,MOB,753,-17,-0.02257636122177955
main>credit>subpage5>subsubpage_t,MOB,99,5,0.050505050505050504
main>credit>subpage5>subsubpage_u,MOB,568,-59,-0.10387323943661972
main>credit>subpage5>subsubpage_v,MOB,72,12,0.16666666666666666
main>credit>subpage5>subsubpage_y,MOB,14,2,0.14285714285714285
main>credit>subpage6>subsubpage_a,MOB,12,3,0.25
main>credit>subpage6>subsubpage_e,MOB,855,155,0.18128654970760233
main>credit>subpage6>subsubpage_h,MOB,20,1,0.05
main>credit>subpage6>subsubpage_j,MOB,11,5,0.45454545454545453
main>credit>subpage6>subsubpage_k,MOB,12003,-53,-0.004415562775972674
main>credit>subpage6>subsubpage_l,MOB,82,-4,-0.04878048780487805
main>credit>subpage6>subsubpage_n,MOB,19,1,0.05263157894736842
main>credit>subpage6>subsubpage_o,MOB,469,107,0.2281449893390192
main>credit>subpage6>subsubpage_s,MOB,1624,158,0.09729064039408868
main>credit>subpage6>subsubpage_v,MOB,279,23,0.08243727598566308
main>credit>subpage6>subsubpage_x,MOB,431,-7,-0.016241299303944315
main>credit>subpage6>subsubpage_z,MOB,15,5,0.3333333333333333
main>credit>subpage7>subsubpage_d,MOB,99,5,0.050505050505050504
main>credit>subpage7>subsubpage_e,MOB,1902,-23,-0.012092534174553101
main>credit>subpage7>subsubpage_g,MOB,13,1,0.07692307692307693
main>credit>subpage7>subsubpage_h,MOB,24,0,0.0
main>credit>subpage7>subsubpage_i,MOB,1537,176,0.11450878334417697
main>credit>subpage7>subsubpage_j,MOB,70,24,0.34285714285714286
main>credit>subpage7>subsubpage_m,MOB,19,1,0.05263157894736842
main>credit>subpage7>subsubpage_n,MOB,46,6,0.13043478260869565
main>credit>subpage7>subsubpage_o,MOB,13465,1275,0.09468993687337542
main>credit>subpage7>subsubpage_p,MOB,84,10,0.11904761904761904
main>credit>subpage7>subsubpage_s,MOB,4903,1338,0.2728941464409545
main>credit>subpage7>subsubpage_u,MOB,99,22,0.2222222222222222
main>credit>subpage7>subsubpage_v,MOB,63,6,0.09523809523809523
main>credit>subpage7>subsubpage_w,MOB,4304,44,0.010223048327137546
main>credit>subpage7>subsubpage_x,MOB,56,7,0.125
main>credit>subpage7>subsubpage_y,MOB,20,5,0.25
main>credit>subpage8>subsubpage_a,MOB,51,7,0.13725490196078433
main>credit>subpage8>subsubpage_d,MOB,136,17,0.125
main>credit>subpage8>subsubpage_f,MOB,358,-43,-0.12011173184357542
main>credit>subpage8>subsubpage_h,MOB,132,39,0.29545454545454547
main>credit>subpage8>subsubpage_j,MOB,10,0,0.0
main>credit>subpage8>subsubpage_o,MOB,20,0,0.0
main>credit>subpage8>subsubpage_q,MOB,26,2,0.07692307692307693
main>credit>subpage8>subsubpage_x,MOB,75,11,0.14666666666666667
main>credit>subpage9>subsubpage_c,MOB,49,7,0.14285714285714285
main>credit>subpage9>subsubpage_f,MOB,409,14,0.034229828850855744
main>credit>subpage9>subsubpage_g,MOB,42,4,0.09523809523809523
main>credit>subpage9>subsubpage_k,MOB,921,54,0.05863192182410423
main>credit>subpage9>subsubpage_m,MOB,544,-66,-0.1213235294117647
main>credit>subpage9>subsubpage_p,MOB,378,42,0.1111111111111111
main>credit>subpage9>subsubpage_q,MOB,215,9,0.04186046511627907
main>credit>subpage9>subsubpage_s,MOB,48,10,0.20833333333333334
main>credit>subpage9>subsubpage_t,MOB,191,24,0.1256544502617801
main>credit>subpage9>subsubpage_v,MOB,27,7,0.25925925925925924
main>credit>subpage9>subsubpage_y,MOB,8,2,0.25
main>credit>subpage9>subsubpage_z,MOB,53,15,0.2830188679245283
main>disputes>subpage10>subsubpage_f,MOB,44,14,0.3181818181818182
main>disputes>subpage10>subsubpage_h,MOB,17,4,0.23529411764705882
main>disputes>subpage10>subsubpage_l,MOB,69,8,0.11594202898550725
main>disputes>subpage10>subsubpage_n,MOB,313,110,0.3514376996805112
main>disputes>subpage10>subsubpage_r,MOB,1961,21,0.010708822029576747
main>disputes>subpage10>subsubpage_t,MOB,13,1,0.07692307692307693
main>disputes>subpage10>subsubpage_u,MOB,1966,548,0.2787385554425229
main>disputes>subpage10>subsubpage_w,MOB,14,1,0.07142857142857142
main>disputes>subpage10>subsubpage_x,MOB,469,120,0.255863539445629
main>disputes>subpage10>subsubpage_y,MOB,23,0,0.0
main>disputes>subpage10>subsubpage_z,MOB,17,1,0.058823529411764705
main>disputes>subpage1>subsubpage_b,MOB,842,195,0.23159144893111638
main>disputes>subpage1>subsubpage_e,MOB,3389,870,0.2567128946591915
main>disputes>subpage1>subsubpage_f,MOB,1139,375,0.3292361720807726
main>disputes>subpage1>subsubpage_g,MOB,118,16,0.13559322033898305
main>disputes>subpage1>subsubpage_h,MOB,125,24,0.192
main>disputes>subpage1>subsubpage_k,MOB,16,4,0.25
main>disputes>subpage1>subsubpage_l,MOB,1787,393,0.21992165640738667
main>disputes>subpage1>subsubpage_n,MOB,39,-1,-0.02564102564102564
main>disputes>subpage1>subsubpage_o,MOB,298,19,0.06375838926174497
main>disputes>subpage1>subsubpage_t,MOB,1496,548,0.3663101604278075
main>disputes>subpage1>subsubpage_u,MOB,31,-1,-0.03225806451612903
main>disputes>subpage1>subsubpage_v,MOB,138,33,0.2391304347826087
main>disputes>subpage1>subsubpage_w,MOB,7,0,0.0
main>disputes>subpage2>subsubpage_a,MOB,60,18,0.3
main>disputes>subpage2>subsubpage_d,MOB,107,3,0.028037383177570093
main>disputes>subpage2>subsubpage_e,MOB,119,18,0.15126050420168066
main>disputes>subpage2>subsubpage_h,MOB,37,-5,-0.13513513513513514
main>disputes>subpage2>subsubpage_k,MOB,102,14,0.13725490196078433
main>disputes>subpage2>subsubpage_l,MOB,52,16,0.3076923076923077
main>disputes>subpage2>subsubpage_m,MOB,240,-18,-0.075
main>disputes>subpage2>subsubpage_n,MOB,36,11,0.3055555555555556
main>disputes>subpage2>subsubpage_o,MOB,26,1,0.038461538461538464
main>disputes>subpage2>subsubpage_p,MOB,39,5,0.1282051282051282
main>disputes>subpage2>subsubpage_q,MOB,134,-35,-0.26119402985074625
main>disputes>subpage2>subsubpage_r,MOB,6,2,0.3333333333333333
main>disputes>subpage2>subsubpage_v,MOB,34,0,0.0
main>disputes>subpage2>subsubpage_w,MOB,79,5,0.06329113924050633
main>disputes>subpage3>subsubpage_a,MOB,66,-2,-0.030303030303030304
main>disputes>subpage3>subsubpage_d,MOB,11,0,0.0
main>disputes>subpage3>subsubpage_e,MOB,808,259,0.32054455445544555
main>disputes>subpage3>subsubpage_g,MOB,7,0,0.0
main>disputes>subpage3>subsubpage_h,MOB,63,17,0.2698412698412698
main>disputes>subpage3>subsubpage_i,MOB,294,36,0.12244897959183673
main>disputes>subpage3>subsubpage_k,MOB,16,3,0.1875
main>disputes>subpage3>subsubpage_l,MOB,149,11,0.0738255033557047
main>disputes>subpage3>subsubpage_m,MOB,36,7,0.19444444444444445
main>disputes>subpage3>subsubpage_n,MOB,504,271,0.5376984126984127
main>disputes>subpage3>subsubpage_s,MOB,17,4,0.23529411764705882
main>disputes>subpage3>subsubpage_t,MOB,88,19,0.2159090909090909
main>disputes>subpage4>subsubpage_a,MOB,2005,157,0.07830423940149626
main>disputes>subpage4>subsubpage_c,MOB,1137,342,0.3007915567282322
main>disputes>subpage4>subsubpage_d,MOB,63,22,0.3492063492063492
main>disputes>subpage4>subsubpage_g,MOB,41,-4,-0.0975609756097561
main>disputes>subpage4>subsubpage_h,MOB,355,-20,-0.056338028169014086
main>disputes>subpage4>subsubpage_i,MOB,245,114,0.46530612244897956
main>disputes>subpage4>subsubpage_j,MOB,90,19,0.2111111111111111
main>disputes>subpage4>subsubpage_k,MOB,346,58,0.1676300578034682
main>disputes>subpage4>subsubpage_l,MOB,106,25,0.2358490566037736
main>disputes>subpage4>subsubpage_q,MOB,3365,1058,0.31441307578008915
main>disputes>subpage4>subsubpage_r,MOB,86,23,0.26744186046511625
main>disputes>subpage4>subsubpage_t,MOB,19,2,0.10526315789473684
main>disputes>subpage4>subsubpage_v,MOB,53,24,0.4528301886792453
main>disputes>subpage4>subsubpage_x,MOB,6968,1058,0.1518369690011481
main>disputes>subpage4>subsubpage_z,MOB,394,7,0.017766497461928935
main>disputes>subpage5>subsubpage_b,MOB,58,3,0.05172413793103448
main>disputes>subpage5>subsubpage_f,MOB,50,6,0.12
main>disputes>subpage5>subsubpage_h,MOB,180,16,0.08888888888888889
main>disputes>subpage5>subsubpage_j,MOB,22,2,0.09090909090909091
main>disputes>subpage5>subsubpage_l,MOB,23,4,0.17391304347826086
main>disputes>subpage5>subsubpage_m,MOB,21,-7,-0.3333333333333333
main>disputes>subpage5>subsubpage_n,MOB,95,3,0.031578947368421054
main>disputes>subpage5>subsubpage_o,MOB,52,15,0.28846153846153844
main>disputes>subpage5>subsubpage_q,MOB,237,55,0.2320675105485232
main>disputes>subpage5>subsubpage_s,MOB,122,5,0.040983606557377046
main>disputes>subpage5>subsubpage_v,MOB,4272,240,0.056179775280898875
main>disputes>subpage5>subsubpage_w,MOB,48,15,0.3125
main>disputes>subpage5>subsubpage_y,MOB,32,3,0.09375
main>disputes>subpage6>subsubpage_b,MOB,540,38,0.07037037037037037
main>disputes>subpage6>subsubpage_c,MOB,20,8,0.4
main>disputes>subpage6>subsubpage_h,MOB,33,3,0.09090909090909091
main>disputes>subpage6>subsubpage_j,MOB,616,155,0.25162337662337664
main>disputes>subpage6>subsubpage_k,MOB,4657,666,0.1430105217951471
main>disputes>subpage6>subsubpage_l,MOB,93,14,0.15053763440860216
main>disputes>subpage6>subsubpage_p,MOB,347,2,0.005763688760806916
main>disputes>subpage6>subsubpage_q,MOB,353,9,0.025495750708215296
main>disputes>subpage6>subsubpage_r,MOB,33,11,0.3333333333333333
main>disputes>subpage6>subsubpage_v,MOB,36,0,0.0
main>disputes>subpage6>subsubpage_y,MOB,1506,288,0.19123505976095617
main>disputes>subpage6>subsubpage_z,MOB,94,-2,-0.02127659574468085
main>disputes>subpage7>subsubpage_a,MOB,24,2,0.08333333333333333
main>disputes>subpage7>subsubpage_i,MOB,96,13,0.13541666666666666
main>disputes>subpage7>subsubpage_k,MOB,79,-7,-0.08860759493670886
main>disputes>subpage7>subsubpage_l,MOB,29,9,0.3103448275862069
main>disputes>subpage7>subsubpage_p,MOB,22,2,0.09090909090909091
main>disputes>subpage7>subsubpage_s,MOB,52,17,0.3269230769230769
main>disputes>subpage7>subsubpage_u,MOB,1016,10,0.00984251968503937
main>disputes>subpage7>subsubpage_v,MOB,12,3,0.25
main>disputes>subpage7>subsubpage_y,MOB,119,59,0.4957983193277311
main>disputes>subpage8>subsubpage_b,MOB,21,4,0.19047619047619047
main>disputes>subpage8>subsubpage_d,MOB,13,0,0.0
main>disputes>subpage8>subsubpage_e,MOB,136,30,0.22058823529411764
main>disputes>subpage8>subsubpage_g,MOB,56,9,0.16071428571428573
main>disputes>subpage8>subsubpage_r,MOB,400,47,0.1175
main>disputes>subpage8>subsubpage_s,MOB,507,67,0.13214990138067062
main>disputes>subpage8>subsubpage_w,MOB,26,1,0.038461538461538464
main>disputes>subpage8>subsubpage_x,MOB,62,13,0.20967741935483872
main>disputes>subpage9>subsubpage_a,MOB,44,4,0.09090909090909091
main>disputes>subpage9>subsubpage_g,MOB,608,13,0.02138157894736842
main>disputes>subpage9>subsubpage_h,MOB,7,1,0.14285714285714285
main>disputes>subpage9>subsubpage_i,MOB,16,2,0.125
main>disputes>subpage9>subsubpage_j,MOB,34,18,0.5294117647058824
main>disputes>subpage9>subsubpage_m,MOB,432,48,0.1111111111111111
main>disputes>subpage9>subsubpage_s,MOB,135,5,0.037037037037037035
main>disputes>subpage9>subsubpage_t,MOB,440,29,0.0659090909090909
main>disputes>subpage9>subsubpage_v,MOB,210,43,0.20476190476190476
main>disputes>subpage9>subsubpage_z,MOB,1842,83,0.04505971769815418
main>it>subpage10>subsubpage_c,MOB,332,-13,-0.0391566265060241
main>it>subpage10>subsubpage_h,MOB,695,275,0.39568345323741005
main>it>subpage10>subsubpage_i,MOB,479,-17,-0.03549060542797495
main>it>subpage10>subsubpage_j,MOB,767,289,0.3767926988265971
main>it>subpage10>subsubpage_o,MOB,25,4,0.16
main>it>subpage10>subsubpage_p,MOB,623,-5,-0.008025682182985553
main>it>subpage10>subsubpage_u,MOB,27,10,0.37037037037037035
main>it>subpage10>subsubpage_v,MOB,474,56,0.11814345991561181
main>it>subpage10>subsubpage_w,MOB,86,0,0.0
main>it>subpage10>subsubpage_x,MOB,49,7,0.14285714285714285
main>it>subpage10>subsubpage_y,MOB,435,149,0.3425287356321839
main>it>subpage10>subsubpage_z,MOB,102,25,0.24509803921568626
main>it>subpage1>subsubpage_a,MOB,599,164,0.27378964941569284
main>it>subpage1>subsubpage_b,MOB,25,10,0.4
main>it>subpage1>subsubpage_d,MOB,6731,1226,0.18214232654880405
main>it>subpage1>subsubpage_i,MOB,2167,447,0.2062759575449931
main>it>subpage1>subsubpage_j,MOB,33,3,0.09090909090909091
main>it>subpage1>subsubpage_o,MOB,245,-16,-0.0653061224489796
main>it>subpage1>subsubpage_p,MOB,1230,157,0.12764227642276424
main>it>subpage1>subsubpage_q,MOB,19,7,0.3684210526315789
main>it>subpage1>subsubpage_r,MOB,27,-3,-0.1111111111111111
main>it>subpage1>subsubpage_t,MOB,251,88,0.350597609561753
main>it>subpage1>subsubpage_u,MOB,1146,216,0.18848167539267016
main>it>subpage1>subsubpage_v,MOB,17,0,0.0
main>it>subpage1>subsubpage_y,MOB,173,27,0.15606936416184972
main>it>subpage2>subsubpage_a,MOB,635,264,0.415748031496063
main>it>subpage2>subsubpage_e,MOB,137,8,0.058394160583941604
main>it>subpage2>subsubpage_h,MOB,1220,327,0.2680327868852459
main>it>subpage2>subsubpage_i,MOB,55,17,0.3090909090909091
