PAGE_NAME,IS_MOBILE,RAW_TRAFFIC,RAW_TRAFFIC_WITH_CALL,CALL_TO_TRAFFIC_RATIO
main>account>subpage6>subsubpage_v,MOB,230,49,0.21304347826086956
main>account>subpage6>subsubpage_w,MOB,616,99,0.16071428571428573
main>account>subpage6>subsubpage_y,MOB,508,50,0.0984251968503937
main>account>subpage6>subsubpage_z,MOB,17670,2766,0.1565365025466893
main>account>subpage7>subsubpage_a,MOB,35,2,0.05714285714285714
main>account>subpage7>subsubpage_f,MOB,57,14,0.24561403508771928
main>account>subpage7>subsubpage_g,MOB,113,9,0.07964601769911504
main>account>subpage7>subsubpage_h,MOB,8378,2795,0.3336118405347338
main>account>subpage7>subsubpage_m,MOB,743,156,0.20995962314939434
main>account>subpage7>subsubpage_p,MOB,39,9,0.23076923076923078
main>account>subpage7>subsubpage_s,MOB,164,-2,-0.012195121951219513
main>account>subpage7>subsubpage_t,MOB,219,38,0.1735159817351598
main>account>subpage7>subsubpage_w,MOB,34062,8893,0.26108273148963657
main>account>subpage7>subsubpage_y,MOB,14,0,0.0
main>account>subpage8>subsubpage_b,MOB,18273,2011,0.11005308378481914
main>account>subpage8>subsubpage_c,MOB,107,16,0.14953271028037382
main>account>subpage8>subsubpage_d,MOB,14,0,0.0
main>account>subpage8>subsubpage_e,MOB,7,1,0.14285714285714285
main>account>subpage8>subsubpage_f,MOB,11,3,0.2727272727272727
main>account>subpage8>subsubpage_g,MOB,205,4,0.01951219512195122
main>account>subpage8>subsubpage_h,MOB,30,6,0.2
main>account>subpage8>subsubpage_o,MOB,346,-16,-0.046242774566473986
main>account>subpage8>subsubpage_p,MOB,41,6,0.14634146341463414
main>account>subpage8>subsubpage_r,MOB,12,-1,-0.08333333333333333
main>account>subpage8>subsubpage_t,MOB,178,56,0.3146067415730337
main>account>subpage8>subsubpage_u,MOB,19,4,0.21052631578947367
main>account>subpage8>subsubpage_v,MOB,280,41,0.14642857142857144
main>account>subpage8>subsubpage_w,MOB,62,2,0.03225806451612903
main>account>subpage8>subsubpage_y,MOB,22,7,0.3181818181818182
main>account>subpage9>subsubpage_c,MOB,110,49,0.44545454545454544
main>account>subpage9>subsubpage_g,MOB,237,-30,-0.12658227848101267
main>account>subpage9>subsubpage_i,MOB,2030,681,0.3354679802955665
main>account>subpage9>subsubpage_j,MOB,2113,833,0.3942262186464742
main>account>subpage9>subsubpage_l,MOB,37,7,0.1891891891891892
main>account>subpage9>subsubpage_p,MOB,1218,-36,-0.029556650246305417
main>account>subpage9>subsubpage_s,MOB,19,5,0.2631578947368421
main>account>subpage9>subsubpage_u,MOB,80,9,0.1125
main>account>subpage9>subsubpage_y,MOB,1188,70,0.058922558922558925
main>credit>subpage10>subsubpage_d,MOB,1063,-36,-0.03386641580432737
main>credit>subpage10>subsubpage_g,MOB,637,148,0.23233908948194662
main>credit>subpage10>subsubpage_h,MOB,25,6,0.24
main>credit>subpage10>subsubpage_j,MOB,87,4,0.04597701149425287
main>credit>subpage10>subsubpage_n,MOB,314,71,0.22611464968152867
main>credit>subpage10>subsubpage_o,MOB,765,-16,-0.02091503267973856
main>credit>subpage10>subsubpage_q,MOB,33,9,0.2727272727272727
main>credit>subpage10>subsubpage_r,MOB,70,11,0.15714285714285714
main>credit>subpage10>subsubpage_u,MOB,39,4,0.10256410256410256
main>credit>subpage1>subsubpage_d,MOB,11,1,0.09090909090909091
main>credit>subpage1>subsubpage_g,MOB,26,7,0.2692307692307692
main>credit>subpage1>subsubpage_i,MOB,130,34,0.26153846153846155
main>credit>subpage1>subsubpage_l,MOB,1381,316,0.22881969587255613
main>credit>subpage1>subsubpage_p,MOB,65,11,0.16923076923076924
main>credit>subpage1>subsubpage_s,MOB,26,4,0.15384615384615385
main>credit>subpage1>subsubpage_t,MOB,195,47,0.24102564102564103
main>credit>subpage1>subsubpage_u,MOB,371,68,0.18328840970350405
main>credit>subpage1>subsubpage_v,MOB,19,4,0.21052631578947367
main>credit>subpage1>subsubpage_w,MOB,319,33,0.10344827586206896
main>credit>subpage1>subsubpage_x,MOB,8249,-1775,-0.21517759728451932
main>credit>subpage1>subsubpage_z,MOB,2830,865,0.30565371024734983
main>credit>subpage2>subsubpage_c,MOB,755,361,0.4781456953642384
main>credit>subpage2>subsubpage_j,MOB,14,3,0.21428571428571427
main>credit>subpage2>subsubpage_k,MOB,15,2,0.13333333333333333
main>credit>subpage2>subsubpage_n,MOB,79,10,0.12658227848101267
main>credit>subpage2>subsubpage_o,MOB,19,2,0.10526315789473684
main>credit>subpage2>subsubpage_p,MOB,23,3,0.13043478260869565
main>credit>subpage2>subsubpage_q,MOB,54,0,0.0
main>credit>subpage2>subsubpage_r,MOB,171,12,0.07017543859649122
main>credit>subpage2>subsubpage_s,MOB,11,0,0.0
main>credit>subpage2>subsubpage_u,MOB,32,6,0.1875
main>credit>subpage2>subsubpage_v,MOB,64,6,0.09375
main>credit>subpage2>subsubpage_y,MOB,408,91,0.22303921568627452
main>credit>subpage2>subsubpage_z,MOB,36,4,0.1111111111111111
main>credit>subpage3>subsubpage_a,MOB,446,133,0.2982062780269058
main>credit>subpage3>subsubpage_c,MOB,29139,5304,0.18202409142386491
main>credit>subpage3>subsubpage_f,MOB,26,12,0.46153846153846156
main>credit>subpage3>subsubpage_g,MOB,122,-16,-0.13114754098360656
main>credit>subpage3>subsubpage_h,MOB,50,2,0.04
main>credit>subpage3>subsubpage_k,MOB,114,32,0.2807017543859649
main>credit>subpage3>subsubpage_o,MOB,3656,1935,0.5292669584245077
main>credit>subpage3>subsubpage_q,MOB,20,2,0.1
main>credit>subpage3>subsubpage_s,MOB,3670,574,0.1564032697547684
main>credit>subpage3>subsubpage_u,MOB,45,5,0.1111111111111111
main>credit>subpage4>subsubpage_a,MOB,167,58,0.3473053892215569
main>credit>subpage4>subsubpage_b,MOB,224,24,0.10714285714285714
main>credit>subpage4>subsubpage_e,MOB,27,6,0.2222222222222222
main>credit>subpage4>subsubpage_h,MOB,28,2,0.07142857142857142
main>credit>subpage4>subsubpage_j,MOB,318,-13,-0.040880503144654086
main>credit>subpage4>subsubpage_k,MOB,113,22,0.19469026548672566
main>credit>subpage4>subsubpage_m,MOB,3822,861,0.22527472527472528
main>credit>subpage4>subsubpage_n,MOB,41,14,0.34146341463414637
main>credit>subpage4>subsubpage_p,MOB,390,52,0.13333333333333333
main>credit>subpage4>subsubpage_q,MOB,119,6,0.05042016806722689
main>credit>subpage4>subsubpage_r,MOB,33,7,0.21212121212121213
main>credit>subpage4>subsubpage_s,MOB,76,14,0.18421052631578946
main>credit>subpage4>subsubpage_t,MOB,159,30,0.18867924528301888
main>credit>subpage4>subsubpage_u,MOB,5480,762,0.13905109489051096
main>credit>subpage4>subsubpage_x,MOB,448,145,0.3236607142857143
main>credit>subpage4>subsubpage_z,MOB,801,164,0.20474406991260924
main>credit>subpage5>subsubpage_b,MOB,19,8,0.42105263157894735
main>credit>subpage5>subsubpage_e,MOB,40,12,0.3
main>credit>subpage5>subsubpage_g,MOB,158,39,0.2468354430379747
main>credit>subpage5>subsubpage_j,MOB,64,-6,-0.09375
main>credit>subpage5>subsubpage_m,MOB,1933,464,0.24004138644593895
main>credit>subpage5>subsubpage_o,MOB,996,212,0.21285140562248997
main>credit>subpage5>subsubpage_p,MOB,30,8,0.26666666666666666
main>credit>subpage5>subsubpage_q,MOB,97,29,0.29896907216494845
main>credit>subpage5>subsubpage_r,MOB,397,35,0.08816120906801007
main>credit>subpage5>subsubpage_s,MOB,242,66,0.2727272727272727
main>credit>subpage5>subsubpage_t,MOB,17,1,0.058823529411764705
main>credit>subpage5>subsubpage_u,MOB,19,8,0.42105263157894735
main>credit>subpage5>subsubpage_v,MOB,46,-2,-0.043478260869565216
main>credit>subpage5>subsubpage_y,MOB,155,-17,-0.10967741935483871
main>credit>subpage6>subsubpage_a,MOB,55,-5,-0.09090909090909091
main>credit>subpage6>subsubpage_e,MOB,24,0,0.0
main>credit>subpage6>subsubpage_h,MOB,510,-9,-0.01764705882352941
main>credit>subpage6>subsubpage_j,MOB,957,424,0.4430512016718913
main>credit>subpage6>subsubpage_k,MOB,107,10,0.09345794392523364
main>credit>subpage6>subsubpage_l,MOB,573,-29,-0.0506108202443281
main>credit>subpage6>subsubpage_n,MOB,3234,1025,0.31694495980210263
main>credit>subpage6>subsubpage_o,MOB,18,1,0.05555555555555555
main>credit>subpage6>subsubpage_s,MOB,83,-2,-0.024096385542168676
main>credit>subpage6>subsubpage_v,MOB,543,152,0.27992633517495397
main>credit>subpage6>subsubpage_x,MOB,1917,467,0.2436098069900887
main>credit>subpage6>subsubpage_z,MOB,139,11,0.07913669064748201
main>credit>subpage7>subsubpage_d,MOB,156,56,0.358974358974359
main>credit>subpage7>subsubpage_e,MOB,74,12,0.16216216216216217
main>credit>subpage7>subsubpage_g,MOB,22,8,0.36363636363636365
main>credit>subpage7>subsubpage_h,MOB,32,7,0.21875
main>credit>subpage7>subsubpage_i,MOB,696,267,0.38362068965517243
main>credit>subpage7>subsubpage_j,MOB,123,20,0.16260162601626016
main>credit>subpage7>subsubpage_m,MOB,82,-2,-0.024390243902439025
main>credit>subpage7>subsubpage_n,MOB,371,192,0.5175202156334232
main>credit>subpage7>subsubpage_o,MOB,43,2,0.046511627906976744
main>credit>subpage7>subsubpage_p,MOB,67,8,0.11940298507462686
main>credit>subpage7>subsubpage_s,MOB,26,1,0.038461538461538464
main>credit>subpage7>subsubpage_u,MOB,84,10,0.11904761904761904
main>credit>subpage7>subsubpage_v,MOB,100,18,0.18
main>credit>subpage7>subsubpage_w,MOB,53,9,0.16981132075471697
main>credit>subpage7>subsubpage_x,MOB,41,10,0.24390243902439024
main>credit>subpage7>subsubpage_y,MOB,3197,1339,0.4188301532686894
main>credit>subpage8>subsubpage_a,MOB,110,14,0.12727272727272726
main>credit>subpage8>subsubpage_d,MOB,41,-1,-0.024390243902439025
main>credit>subpage8>subsubpage_f,MOB,111,-3,-0.02702702702702703
main>credit>subpage8>subsubpage_h,MOB,17,0,0.0
main>credit>subpage8>subsubpage_j,MOB,46,-4,-0.08695652173913043
main>credit>subpage8>subsubpage_o,MOB,63,17,0.2698412698412698
main>credit>subpage8>subsubpage_q,MOB,921,69,0.0749185667752443
main>credit>subpage8>subsubpage_x,MOB,221,22,0.09954751131221719
main>credit>subpage9>subsubpage_c,MOB,619,92,0.14862681744749595
main>credit>subpage9>subsubpage_f,MOB,92,-5,-0.05434782608695652
main>credit>subpage9>subsubpage_g,MOB,558,11,0.01971326164874552
main>credit>subpage9>subsubpage_k,MOB,291,73,0.2508591065292096
main>credit>subpage9>subsubpage_m,MOB,188,45,0.2393617021276596
main>credit>subpage9>subsubpage_p,MOB,934,78,0.0835117773019272
main>credit>subpage9>subsubpage_q,MOB,106,44,0.41509433962264153
main>credit>subpage9>subsubpage_s,MOB,12,0,0.0
main>credit>subpage9>subsubpage_t,MOB,84,8,0.09523809523809523
main>credit>subpage9>subsubpage_v,MOB,7308,843,0.11535303776683087
main>credit>subpage9>subsubpage_y,MOB,64,-17,-0.265625
main>credit>subpage9>subsubpage_z,MOB,2130,938,0.4403755868544601
main>disputes>subpage10>subsubpage_f,MOB,12,2,0.16666666666666666
main>disputes>subpage10>subsubpage_h,MOB,153,-1,-0.006535947712418301
main>disputes>subpage10>subsubpage_l,MOB,46,21,0.45652173913043476
main>disputes>subpage10>subsubpage_n,MOB,62,14,0.22580645161290322
main>disputes>subpage10>subsubpage_r,MOB,66,14,0.21212121212121213
main>disputes>subpage10>subsubpage_t,MOB,743,43,0.05787348586810229
main>disputes>subpage10>subsubpage_u,MOB,963,159,0.16510903426791276
main>disputes>subpage10>subsubpage_w,MOB,10318,-813,-0.07879433998836984
main>disputes>subpage10>subsubpage_x,MOB,74,20,0.2702702702702703
main>disputes>subpage10>subsubpage_y,MOB,69,6,0.08695652173913043
main>disputes>subpage10>subsubpage_z,MOB,223,38,0.17040358744394618
main>disputes>subpage1>subsubpage_b,MOB,28644,9461,0.3302960480379835
main>disputes>subpage1>subsubpage_e,MOB,17,3,0.17647058823529413
main>disputes>subpage1>subsubpage_f,MOB,112,21,0.1875
main>disputes>subpage1>subsubpage_g,MOB,163,31,0.1901840490797546
main>disputes>subpage1>subsubpage_h,MOB,47,1,0.02127659574468085
main>disputes>subpage1>subsubpage_k,MOB,81,22,0.2716049382716049
main>disputes>subpage1>subsubpage_l,MOB,501,191,0.3812375249500998
main>disputes>subpage1>subsubpage_n,MOB,419,110,0.26252983293556087
main>disputes>subpage1>subsubpage_o,MOB,439,124,0.2824601366742597
main>disputes>subpage1>subsubpage_t,MOB,49,0,0.0
main>disputes>subpage1>subsubpage_u,MOB,57,1,0.017543859649122806
main>disputes>subpage1>subsubpage_v,MOB,3819,-252,-0.06598586017282011
main>disputes>subpage1>subsubpage_w,MOB,147,49,0.3333333333333333
main>disputes>subpage2>subsubpage_a,MOB,101,11,0.10891089108910891
main>disputes>subpage2>subsubpage_d,MOB,8,3,0.375
main>disputes>subpage2>subsubpage_e,MOB,96,3,0.03125
main>disputes>subpage2>subsubpage_h,MOB,954,80,0.08385744234800839
main>disputes>subpage2>subsubpage_k,MOB,2175,357,0.16413793103448276
main>disputes>subpage2>subsubpage_l,MOB,224,64,0.2857142857142857
main>disputes>subpage2>subsubpage_m,MOB,35,5,0.14285714285714285
main>disputes>subpage2>subsubpage_n,MOB,28,5,0.17857142857142858
main>disputes>subpage2>subsubpage_o,MOB,72,11,0.1527777777777778
main>disputes>subpage2>subsubpage_p,MOB,85,15,0.17647058823529413
main>disputes>subpage2>subsubpage_q,MOB,17,0,0.0
main>disputes>subpage2>subsubpage_r,MOB,129,20,0.15503875968992248
main>disputes>subpage2>subsubpage_v,MOB,1783,217,0.12170499158721257
main>disputes>subpage2>subsubpage_w,MOB,218,30,0.13761467889908258
main>disputes>subpage3>subsubpage_a,MOB,32,7,0.21875
main>disputes>subpage3>subsubpage_d,MOB,29,1,0.034482758620689655
main>disputes>subpage3>subsubpage_e,MOB,20,2,0.1
main>disputes>subpage3>subsubpage_g,MOB,96,10,0.10416666666666667
main>disputes>subpage3>subsubpage_h,MOB,15015,3192,0.2125874125874126
main>disputes>subpage3>subsubpage_i,MOB,97,26,0.26804123711340205
main>disputes>subpage3>subsubpage_k,MOB,18,0,0.0
main>disputes>subpage3>subsubpage_l,MOB,63,15,0.23809523809523808
main>disputes>subpage3>subsubpage_m,MOB,168,77,0.4583333333333333
main>disputes>subpage3>subsubpage_n,MOB,504,-35,-0.06944444444444445
main>disputes>subpage3>subsubpage_s,MOB,1338,34,0.025411061285500747
main>disputes>subpage3>subsubpage_t,MOB,76,1,0.013157894736842105
main>disputes>subpage4>subsubpage_a,MOB,1794,194,0.10813823857302118
main>disputes>subpage4>subsubpage_c,MOB,3375,1328,0.3934814814814815
main>disputes>subpage4>subsubpage_d,MOB,497,75,0.15090543259557343
main>disputes>subpage4>subsubpage_g,MOB,13,0,0.0
main>disputes>subpage4>subsubpage_h,MOB,215,52,0.24186046511627907
main>disputes>subpage4>subsubpage_i,MOB,9806,588,0.05996328778299
main>disputes>subpage4>subsubpage_j,MOB,1013,322,0.31786771964461996
main>disputes>subpage4>subsubpage_k,MOB,222,43,0.19369369369369369
main>disputes>subpage4>subsubpage_l,MOB,25,8,0.32
main>disputes>subpage4>subsubpage_q,MOB,15,0,0.0
main>disputes>subpage4>subsubpage_r,MOB,1359,821,0.6041206769683591
main>disputes>subpage4>subsubpage_t,MOB,179,49,0.2737430167597765
main>disputes>subpage4>subsubpage_v,MOB,57,14,0.24561403508771928
main>disputes>subpage4>subsubpage_x,MOB,153,21,0.13725490196078433
main>disputes>subpage4>subsubpage_z,MOB,401,16,0.0399002493765586
main>disputes>subpage5>subsubpage_b,MOB,21,0,0.0
main>disputes>subpage5>subsubpage_f,MOB,1031,133,0.12900096993210475
main>disputes>subpage5>subsubpage_h,MOB,298,9,0.030201342281879196
main>disputes>subpage5>subsubpage_j,MOB,58,11,0.1896551724137931
main>disputes>subpage5>subsubpage_l,MOB,100,2,0.02
main>disputes>subpage5>subsubpage_m,MOB,1738,422,0.2428078250863061
main>disputes>subpage5>subsubpage_n,MOB,81,23,0.2839506172839506
main>disputes>subpage5>subsubpage_o,MOB,28,1,0.03571428571428571
main>disputes>subpage5>subsubpage_q,MOB,11,3,0.2727272727272727
main>disputes>subpage5>subsubpage_s,MOB,7447,851,0.11427420437760172
main>disputes>subpage5>subsubpage_v,MOB,117,38,0.3247863247863248
main>disputes>subpage5>subsubpage_w,MOB,14,3,0.21428571428571427
main>disputes>subpage5>subsubpage_y,MOB,24,7,0.2916666666666667
main>disputes>subpage6>subsubpage_b,MOB,27,0,0.0
main>disputes>subpage6>subsubpage_c,MOB,212,28,0.1320754716981132
main>disputes>subpage6>subsubpage_h,MOB,33,12,0.36363636363636365
main>disputes>subpage6>subsubpage_j,MOB,397,22,0.055415617128463476
main>disputes>subpage6>subsubpage_k,MOB,162,-25,-0.15432098765432098
main>disputes>subpage6>subsubpage_l,MOB,1141,-161,-0.1411042944785276
main>disputes>subpage6>subsubpage_p,MOB,48,-10,-0.20833333333333334
main>disputes>subpage6>subsubpage_q,MOB,17,-2,-0.11764705882352941
main>disputes>subpage6>subsubpage_r,MOB,375,33,0.088
main>disputes>subpage6>subsubpage_v,MOB,7962,2721,0.3417483044461191
main>disputes>subpage6>subsubpage_y,MOB,34,2,0.058823529411764705
main>disputes>subpage6>subsubpage_z,MOB,37,7,0.1891891891891892
main>disputes>subpage7>subsubpage_a,MOB,5919,790,0.13346849129920596
main>disputes>subpage7>subsubpage_i,MOB,16084,2433,0.15126834120865457
main>disputes>subpage7>subsubpage_k,MOB,21,2,0.09523809523809523
main>disputes>subpage7>subsubpage_l,MOB,133,16,0.12030075187969924
main>disputes>subpage7>subsubpage_p,MOB,440,96,0.21818181818181817
main>disputes>subpage7>subsubpage_s,MOB,356,-9,-0.025280898876404494
main>disputes>subpage7>subsubpage_u,MOB,68,20,0.29411764705882354
main>disputes>subpage7>subsubpage_v,MOB,68,19,0.27941176470588236
main>disputes>subpage7>subsubpage_y,MOB,106,12,0.11320754716981132
main>disputes>subpage8>subsubpage_b,MOB,3750,1015,0.27066666666666667
main>disputes>subpage8>subsubpage_d,MOB,51,2,0.0392156862745098
main>disputes>subpage8>subsubpage_e,MOB,28,1,0.03571428571428571
main>disputes>subpage8>subsubpage_g,MOB,135,23,0.17037037037037037
main>disputes>subpage8>subsubpage_r,MOB,9218,1119,0.12139292688218703
main>disputes>subpage8>subsubpage_s,MOB,31,2,0.06451612903225806
main>disputes>subpage8>subsubpage_w,MOB,67,3,0.04477611940298507
main>disputes>subpage8>subsubpage_x,MOB,47,3,0.06382978723404255
main>disputes>subpage9>subsubpage_a,MOB,44,12,0.2727272727272727
main>disputes>subpage9>subsubpage_g,MOB,304,-43,-0.14144736842105263
main>disputes>subpage9>subsubpage_h,MOB,45,9,0.2
main>disputes>subpage9>subsubpage_i,MOB,83,9,0.10843373493975904
main>disputes>subpage9>subsubpage_j,MOB,30,8,0.26666666666666666
main>disputes>subpage9>subsubpage_m,MOB,42,9,0.21428571428571427
main>disputes>subpage9>subsubpage_s,MOB,4445,-1188,-0.2672665916760405
main>disputes>subpage9>subsubpage_t,MOB,405,96,0.23703703703703705
main>disputes>subpage9>subsubpage_v,MOB,56,11,0.19642857142857142
main>disputes>subpage9>subsubpage_z,MOB,579,88,0.15198618307426598
main>it>subpage10>subsubpage_c,MOB,36,2,0.05555555555555555
main>it>subpage10>subsubpage_h,MOB,2814,782,0.27789623312011374
main>it>subpage10>subsubpage_i,MOB,381,33,0.08661417322834646
main>it>subpage10>subsubpage_j,MOB,260,110,0.4230769230769231
main>it>subpage10>subsubpage_o,MOB,73,17,0.2328767123287671
main>it>subpage10>subsubpage_p,MOB,46,21,0.45652173913043476
main>it>subpage10>subsubpage_u,MOB,196,6,0.030612244897959183
main>it>subpage10>subsubpage_v,MOB,88,-10,-0.11363636363636363
main>it>subpage10>subsubpage_w,MOB,580,149,0.25689655172413794
main>it>subpage10>subsubpage_x,MOB,13,3,0.23076923076923078
main>it>subpage10>subsubpage_y,MOB,175,27,0.15428571428571428
main>it>subpage10>subsubpage_z,MOB,11,0,0.0
main>it>subpage1>subsubpage_a,MOB,2028,167,0.08234714003944774
main>it>subpage1>subsubpage_b,MOB,41,10,0.24390243902439024
main>it>subpage1>subsubpage_d,MOB,69,8,0.11594202898550725
main>it>subpage1>subsubpage_i,MOB,11,1,0.09090909090909091
main>it>subpage1>subsubpage_j,MOB,2865,354,0.12356020942408377
main>it>subpage1>subsubpage_o,MOB,133,1,0.007518796992481203
main>it>subpage1>subsubpage_p,MOB,10,0,0.0
main>it>subpage1>subsubpage_q,MOB,1117,-71,-0.06356311548791406
main>it>subpage1>subsubpage_r,MOB,233,96,0.41201716738197425
main>it>subpage1>subsubpage_t,MOB,20,1,0.05
main>it>subpage1>subsubpage_u,MOB,464,102,0.21982758620689655
main>it>subpage1>subsubpage_v,MOB,21,0,0.0
main>it>subpage1>subsubpage_y,MOB,21,5,0.23809523809523808
main>it>subpage2>subsubpage_a,MOB,30,-4,-0.13333333333333333
main>it>subpage2>subsubpage_e,MOB,54,15,0.2777777777777778
main>it>subpage2>subsubpage_h,MOB,101,14,0.13861386138613863
