PAGE_NAME,IS_MOBILE,RAW_TRAFFIC,RAW_TRAFFIC_WITH_CALL,CALL_TO_TRAFFIC_RATIO
main>account>subpage3>subsubpage_q,MOB,132,14,0.10606060606060606
main>account>subpage3>subsubpage_r,MOB,16,5,0.3125
main>account>subpage3>subsubpage_s,MOB,37929,10541,0.27791399720530463
main>account>subpage3>subsubpage_v,MOB,31,9,0.2903225806451613
main>account>subpage3>subsubpage_x,MOB,785,249,0.31719745222929935
main>account>subpage3>subsubpage_y,MOB,9,3,0.3333333333333333
main>account>subpage4>subsubpage_c,MOB,7,0,0.0
main>account>subpage4>subsubpage_e,MOB,18,5,0.2777777777777778
main>account>subpage4>subsubpage_g,MOB,50,-6,-0.12
main>account>subpage4>subsubpage_i,MOB,431,25,0.058004640371229696
main>account>subpage4>subsubpage_k,MOB,11258,-1544,-0.13714691774737964
main>account>subpage4>subsubpage_l,MOB,41,12,0.2926829268292683
main>account>subpage4>subsubpage_m,MOB,1168,408,0.3493150684931507
main>account>subpage4>subsubpage_o,MOB,261,31,0.11877394636015326
main>account>subpage4>subsubpage_p,MOB,575,239,0.4156521739130435
main>account>subpage4>subsubpage_r,MOB,1012,49,0.04841897233201581
main>account>subpage4>subsubpage_s,MOB,11333,1956,0.1725933115679873
main>account>subpage4>subsubpage_w,MOB,13,2,0.15384615384615385
main>account>subpage4>subsubpage_x,MOB,418,-4,-0.009569377990430622
main>account>subpage4>subsubpage_y,MOB,16,3,0.1875
main>account>subpage5>subsubpage_a,MOB,104,46,0.4423076923076923
main>account>subpage5>subsubpage_b,MOB,2243,-8,-0.0035666518056174765
main>account>subpage5>subsubpage_d,MOB,7,1,0.14285714285714285
main>account>subpage5>subsubpage_h,MOB,75,9,0.12
main>account>subpage5>subsubpage_i,MOB,586,243,0.41467576791808874
main>account>subpage5>subsubpage_j,MOB,164,36,0.21951219512195122
main>account>subpage5>subsubpage_m,MOB,9,2,0.2222222222222222
main>account>subpage5>subsubpage_o,MOB,122,30,0.2459016393442623
main>account>subpage5>subsubpage_s,MOB,66,12,0.18181818181818182
main>account>subpage5>subsubpage_t,MOB,13388,-794,-0.059306841948013146
main>account>subpage5>subsubpage_u,MOB,26,9,0.34615384615384615
main>account>subpage5>subsubpage_w,MOB,273,-15,-0.054945054945054944
main>account>subpage5>subsubpage_y,MOB,22,4,0.18181818181818182
main>account>subpage5>subsubpage_z,MOB,68,16,0.23529411764705882
main>account>subpage6>subsubpage_a,MOB,27,0,0.0
main>account>subpage6>subsubpage_b,MOB,93,16,0.17204301075268819
main>account>subpage6>subsubpage_f,MOB,28,9,0.32142857142857145
main>account>subpage6>subsubpage_g,MOB,20,3,0.15
main>account>subpage6>subsubpage_k,MOB,56,0,0.0
main>account>subpage6>subsubpage_l,MOB,39,-11,-0.28205128205128205
main>account>subpage6>subsubpage_o,MOB,11950,50,0.0041841004184100415
main>account>subpage6>subsubpage_q,MOB,19,1,0.05263157894736842
main>account>subpage6>subsubpage_s,MOB,77,5,0.06493506493506493
main>account>subpage6>subsubpage_t,MOB,4346,26,0.005982512655315232
main>account>subpage6>subsubpage_u,MOB,412,85,0.20631067961165048
main>account>subpage6>subsubpage_v,MOB,1361,86,0.06318883174136664
main>account>subpage6>subsubpage_w,MOB,58,7,0.1206896551724138
main>account>subpage6>subsubpage_y,MOB,1836,462,0.25163398692810457
main>account>subpage6>subsubpage_z,MOB,34,0,0.0
main>account>subpage7>subsubpage_a,MOB,47,4,0.0851063829787234
main>account>subpage7>subsubpage_f,MOB,225,106,0.4711111111111111
main>account>subpage7>subsubpage_g,MOB,214,60,0.2803738317757009
main>account>subpage7>subsubpage_h,MOB,524,-23,-0.04389312977099236
main>account>subpage7>subsubpage_m,MOB,33,4,0.12121212121212122
main>account>subpage7>subsubpage_p,MOB,3638,853,0.23446948873007148
main>account>subpage7>subsubpage_s,MOB,14,4,0.2857142857142857
main>account>subpage7>subsubpage_t,MOB,21115,3639,0.17234193701160314
main>account>subpage7>subsubpage_w,MOB,1164,81,0.06958762886597938
main>account>subpage7>subsubpage_y,MOB,35,1,0.02857142857142857
main>account>subpage8>subsubpage_b,MOB,53,13,0.24528301886792453
main>account>subpage8>subsubpage_c,MOB,24,4,0.16666666666666666
main>account>subpage8>subsubpage_d,MOB,13,0,0.0
main>account>subpage8>subsubpage_e,MOB,39,4,0.10256410256410256
main>account>subpage8>subsubpage_f,MOB,536,46,0.08582089552238806
main>account>subpage8>subsubpage_g,MOB,150,38,0.25333333333333335
main>account>subpage8>subsubpage_h,MOB,18,0,0.0
main>account>subpage8>subsubpage_o,MOB,627,139,0.22169059011164274
main>account>subpage8>subsubpage_p,MOB,54,15,0.2777777777777778
main>account>subpage8>subsubpage_r,MOB,29,6,0.20689655172413793
main>account>subpage8>subsubpage_t,MOB,17,0,0.0
main>account>subpage8>subsubpage_u,MOB,922,324,0.351409978308026
main>account>subpage8>subsubpage_v,MOB,1501,72,0.047968021319120584
main>account>subpage8>subsubpage_w,MOB,423,90,0.2127659574468085
main>account>subpage8>subsubpage_y,MOB,258,9,0.03488372093023256
main>account>subpage9>subsubpage_c,MOB,734,-82,-0.11171662125340599
main>account>subpage9>subsubpage_g,MOB,369,67,0.18157181571815717
main>account>subpage9>subsubpage_i,MOB,48,9,0.1875
main>account>subpage9>subsubpage_j,MOB,74,10,0.13513513513513514
main>account>subpage9>subsubpage_l,MOB,113,21,0.18584070796460178
main>account>subpage9>subsubpage_p,MOB,57,3,0.05263157894736842
main>account>subpage9>subsubpage_s,MOB,34,1,0.029411764705882353
main>account>subpage9>subsubpage_u,MOB,52,6,0.11538461538461539
main>account>subpage9>subsubpage_y,MOB,90,39,0.43333333333333335
main>credit>subpage10>subsubpage_d,MOB,169,46,0.27218934911242604
main>credit>subpage10>subsubpage_g,MOB,434,31,0.07142857142857142
main>credit>subpage10>subsubpage_h,MOB,268,62,0.23134328358208955
main>credit>subpage10>subsubpage_j,MOB,38,3,0.07894736842105263
main>credit>subpage10>subsubpage_n,MOB,31,2,0.06451612903225806
main>credit>subpage10>subsubpage_o,MOB,19,5,0.2631578947368421
main>credit>subpage10>subsubpage_q,MOB,204,14,0.06862745098039216
main>credit>subpage10>subsubpage_r,MOB,306,-31,-0.10130718954248366
main>credit>subpage10>subsubpage_u,MOB,236,3,0.012711864406779662
main>credit>subpage1>subsubpage_d,MOB,11,1,0.09090909090909091
main>credit>subpage1>subsubpage_g,MOB,118,20,0.1694915254237288
main>credit>subpage1>subsubpage_i,MOB,37,12,0.32432432432432434
main>credit>subpage1>subsubpage_l,MOB,276,11,0.03985507246376811
main>credit>subpage1>subsubpage_p,MOB,45,11,0.24444444444444444
main>credit>subpage1>subsubpage_s,MOB,32,6,0.1875
main>credit>subpage1>subsubpage_t,MOB,56,7,0.125
main>credit>subpage1>subsubpage_u,MOB,300,82,0.2733333333333333
main>credit>subpage1>subsubpage_v,MOB,1763,394,0.2234826999432785
main>credit>subpage1>subsubpage_w,MOB,34,0,0.0
main>credit>subpage1>subsubpage_x,MOB,28,8,0.2857142857142857
main>credit>subpage1>subsubpage_z,MOB,73,-2,-0.0273972602739726
main>credit>subpage2>subsubpage_c,MOB,23,3,0.13043478260869565
main>credit>subpage2>subsubpage_j,MOB,187,28,0.1497326203208556
main>credit>subpage2>subsubpage_k,MOB,54,11,0.2037037037037037
main>credit>subpage2>subsubpage_n,MOB,247,10,0.04048582995951417
main>credit>subpage2>subsubpage_o,MOB,47,6,0.1276595744680851
main>credit>subpage2>subsubpage_p,MOB,1086,140,0.1289134438305709
main>credit>subpage2>subsubpage_q,MOB,16,5,0.3125
main>credit>subpage2>subsubpage_r,MOB,24,0,0.0
main>credit>subpage2>subsubpage_s,MOB,293,47,0.16040955631399317
main>credit>subpage2>subsubpage_u,MOB,968,107,0.11053719008264463
main>credit>subpage2>subsubpage_v,MOB,8587,-383,-0.04460230581110982
main>credit>subpage2>subsubpage_y,MOB,671,370,0.5514157973174366
main>credit>subpage2>subsubpage_z,MOB,50,7,0.14
main>credit>subpage3>subsubpage_a,MOB,13,0,0.0
main>credit>subpage3>subsubpage_c,MOB,14,5,0.35714285714285715
main>credit>subpage3>subsubpage_f,MOB,358,-3,-0.008379888268156424
main>credit>subpage3>subsubpage_g,MOB,34,7,0.20588235294117646
main>credit>subpage3>subsubpage_h,MOB,295,82,0.27796610169491526
main>credit>subpage3>subsubpage_k,MOB,14,0,0.0
main>credit>subpage3>subsubpage_o,MOB,913,77,0.08433734939759036
main>credit>subpage3>subsubpage_q,MOB,48,3,0.0625
main>credit>subpage3>subsubpage_s,MOB,30,3,0.1
main>credit>subpage3>subsubpage_u,MOB,129,-12,-0.09302325581395349
main>credit>subpage4>subsubpage_a,MOB,15849,-560,-0.0353334595242602
main>credit>subpage4>subsubpage_b,MOB,3760,484,0.12872340425531914
main>credit>subpage4>subsubpage_e,MOB,26,8,0.3076923076923077
main>credit>subpage4>subsubpage_h,MOB,12,2,0.16666666666666666
main>credit>subpage4>subsubpage_j,MOB,1611,659,0.4090626939788951
main>credit>subpage4>subsubpage_k,MOB,31,7,0.22580645161290322
main>credit>subpage4>subsubpage_m,MOB,31,2,0.06451612903225806
main>credit>subpage4>subsubpage_n,MOB,149,19,0.12751677852348994
main>credit>subpage4>subsubpage_p,MOB,9899,-1529,-0.15446004646934033
main>credit>subpage4>subsubpage_q,MOB,34,0,0.0
main>credit>subpage4>subsubpage_r,MOB,9,0,0.0
main>credit>subpage4>subsubpage_s,MOB,12,2,0.16666666666666666
main>credit>subpage4>subsubpage_t,MOB,207,51,0.2463768115942029
main>credit>subpage4>subsubpage_u,MOB,1608,106,0.06592039800995025
main>credit>subpage4>subsubpage_x,MOB,112,6,0.05357142857142857
main>credit>subpage4>subsubpage_z,MOB,112,-9,-0.08035714285714286
main>credit>subpage5>subsubpage_b,MOB,41,5,0.12195121951219512
main>credit>subpage5>subsubpage_e,MOB,8345,1562,0.1871779508687837
main>credit>subpage5>subsubpage_g,MOB,155,33,0.2129032258064516
main>credit>subpage5>subsubpage_j,MOB,275,8,0.02909090909090909
main>credit>subpage5>subsubpage_m,MOB,519,232,0.44701348747591524
main>credit>subpage5>subsubpage_o,MOB,173,56,0.3236994219653179
main>credit>subpage5>subsubpage_p,MOB,21,2,0.09523809523809523
main>credit>subpage5>subsubpage_q,MOB,114,8,0.07017543859649122
main>credit>subpage5>subsubpage_r,MOB,22,2,0.09090909090909091
main>credit>subpage5>subsubpage_s,MOB,136,23,0.16911764705882354
main>credit>subpage5>subsubpage_t,MOB,83,12,0.14457831325301204
main>credit>subpage5>subsubpage_u,MOB,130,28,0.2153846153846154
main>credit>subpage5>subsubpage_v,MOB,2497,662,0.26511814177012416
main>credit>subpage5>subsubpage_y,MOB,263,93,0.35361216730038025
main>credit>subpage6>subsubpage_a,MOB,19,6,0.3157894736842105
main>credit>subpage6>subsubpage_e,MOB,278,37,0.13309352517985612
main>credit>subpage6>subsubpage_h,MOB,3936,819,0.20807926829268292
main>credit>subpage6>subsubpage_j,MOB,2387,219,0.09174696271470464
main>credit>subpage6>subsubpage_k,MOB,59,3,0.05084745762711865
main>credit>subpage6>subsubpage_l,MOB,147,64,0.43537414965986393
main>credit>subpage6>subsubpage_n,MOB,2206,178,0.08068902991840435
main>credit>subpage6>subsubpage_o,MOB,1924,863,0.44854469854469853
main>credit>subpage6>subsubpage_s,MOB,547,53,0.09689213893967093
main>credit>subpage6>subsubpage_v,MOB,27,5,0.18518518518518517
main>credit>subpage6>subsubpage_x,MOB,11,3,0.2727272727272727
main>credit>subpage6>subsubpage_z,MOB,74,11,0.14864864864864866
main>credit>subpage7>subsubpage_d,MOB,543,113,0.20810313075506445
main>credit>subpage7>subsubpage_e,MOB,16,1,0.0625
main>credit>subpage7>subsubpage_g,MOB,18,1,0.05555555555555555
main>credit>subpage7>subsubpage_h,MOB,433,54,0.12471131639722864
main>credit>subpage7>subsubpage_i,MOB,24,1,0.041666666666666664
main>credit>subpage7>subsubpage_j,MOB,349,137,0.39255014326647564
main>credit>subpage7>subsubpage_m,MOB,23,2,0.08695652173913043
main>credit>subpage7>subsubpage_n,MOB,626,255,0.4073482428115016
main>credit>subpage7>subsubpage_o,MOB,147,-37,-0.25170068027210885
main>credit>subpage7>subsubpage_p,MOB,12,1,0.08333333333333333
main>credit>subpage7>subsubpage_s,MOB,62,14,0.22580645161290322
main>credit>subpage7>subsubpage_u,MOB,13,1,0.07692307692307693
main>credit>subpage7>subsubpage_v,MOB,31,9,0.2903225806451613
main>credit>subpage7>subsubpage_w,MOB,113,27,0.23893805309734514
main>credit>subpage7>subsubpage_x,MOB,8,0,0.0
main>credit>subpage7>subsubpage_y,MOB,278,59,0.21223021582733814
main>credit>subpage8>subsubpage_a,MOB,201,115,0.572139303482587
main>credit>subpage8>subsubpage_d,MOB,17,3,0.17647058823529413
main>credit>subpage8>subsubpage_f,MOB,729,142,0.19478737997256515
main>credit>subpage8>subsubpage_h,MOB,2789,234,0.08390103979921118
main>credit>subpage8>subsubpage_j,MOB,2582,439,0.1700232378001549
main>credit>subpage8>subsubpage_o,MOB,44,-1,-0.022727272727272728
main>credit>subpage8>subsubpage_q,MOB,334,40,0.11976047904191617
main>credit>subpage8>subsubpage_x,MOB,300,155,0.5166666666666667
main>credit>subpage9>subsubpage_c,MOB,194,60,0.30927835051546393
main>credit>subpage9>subsubpage_f,MOB,27,6,0.2222222222222222
main>credit>subpage9>subsubpage_g,MOB,71,22,0.30985915492957744
main>credit>subpage9>subsubpage_k,MOB,84,36,0.42857142857142855
main>credit>subpage9>subsubpage_m,MOB,122,29,0.23770491803278687
main>credit>subpage9>subsubpage_p,MOB,346,159,0.4595375722543353
main>credit>subpage9>subsubpage_q,MOB,27,8,0.2962962962962963
main>credit>subpage9>subsubpage_s,MOB,726,127,0.174931129476584
main>credit>subpage9>subsubpage_t,MOB,1199,489,0.4078398665554629
main>credit>subpage9>subsubpage_v,MOB,448,-91,-0.203125
main>credit>subpage9>subsubpage_y,MOB,4021,258,0.06416314349664262
main>credit>subpage9>subsubpage_z,MOB,10502,1994,0.18986859645781756
main>disputes>subpage10>subsubpage_f,MOB,1692,22,0.013002364066193853
main>disputes>subpage10>subsubpage_h,MOB,31,4,0.12903225806451613
main>disputes>subpage10>subsubpage_l,MOB,21,1,0.047619047619047616
main>disputes>subpage10>subsubpage_n,MOB,2800,145,0.05178571428571429
main>disputes>subpage10>subsubpage_r,MOB,113,63,0.5575221238938053
main>disputes>subpage10>subsubpage_t,MOB,90,22,0.24444444444444444
main>disputes>subpage10>subsubpage_u,MOB,218,30,0.13761467889908258
main>disputes>subpage10>subsubpage_w,MOB,38,13,0.34210526315789475
main>disputes>subpage10>subsubpage_x,MOB,584,66,0.11301369863013698
main>disputes>subpage10>subsubpage_y,MOB,83,23,0.27710843373493976
main>disputes>subpage10>subsubpage_z,MOB,26,5,0.19230769230769232
main>disputes>subpage1>subsubpage_b,MOB,390,153,0.3923076923076923
main>disputes>subpage1>subsubpage_e,MOB,811,-51,-0.06288532675709001
main>disputes>subpage1>subsubpage_f,MOB,1819,481,0.2644310060472787
main>disputes>subpage1>subsubpage_g,MOB,726,122,0.16804407713498623
main>disputes>subpage1>subsubpage_h,MOB,7,0,0.0
main>disputes>subpage1>subsubpage_k,MOB,214,66,0.308411214953271
main>disputes>subpage1>subsubpage_l,MOB,185,3,0.016216216216216217
main>disputes>subpage1>subsubpage_n,MOB,28,11,0.39285714285714285
main>disputes>subpage1>subsubpage_o,MOB,1064,241,0.22650375939849623
main>disputes>subpage1>subsubpage_t,MOB,38,9,0.23684210526315788
main>disputes>subpage1>subsubpage_u,MOB,35,5,0.14285714285714285
main>disputes>subpage1>subsubpage_v,MOB,24,7,0.2916666666666667
main>disputes>subpage1>subsubpage_w,MOB,384,-49,-0.12760416666666666
main>disputes>subpage2>subsubpage_a,MOB,93,15,0.16129032258064516
main>disputes>subpage2>subsubpage_d,MOB,20,1,0.05
main>disputes>subpage2>subsubpage_e,MOB,47,9,0.19148936170212766
main>disputes>subpage2>subsubpage_h,MOB,259,37,0.14285714285714285
main>disputes>subpage2>subsubpage_k,MOB,1177,285,0.2421410365335599
main>disputes>subpage2>subsubpage_l,MOB,15856,386,0.02434409687184662
main>disputes>subpage2>subsubpage_m,MOB,1040,442,0.425
main>disputes>subpage2>subsubpage_n,MOB,36,18,0.5
main>disputes>subpage2>subsubpage_o,MOB,49,5,0.10204081632653061
main>disputes>subpage2>subsubpage_p,MOB,183,27,0.14754098360655737
main>disputes>subpage2>subsubpage_q,MOB,117,22,0.18803418803418803
main>disputes>subpage2>subsubpage_r,MOB,32,10,0.3125
main>disputes>subpage2>subsubpage_v,MOB,230,100,0.43478260869565216
main>disputes>subpage2>subsubpage_w,MOB,23,0,0.0
main>disputes>subpage3>subsubpage_a,MOB,164,9,0.054878048780487805
main>disputes>subpage3>subsubpage_d,MOB,9,0,0.0
main>disputes>subpage3>subsubpage_e,MOB,119,-2,-0.01680672268907563
main>disputes>subpage3>subsubpage_g,MOB,158,-15,-0.0949367088607595
main>disputes>subpage3>subsubpage_h,MOB,77,15,0.19480519480519481
main>disputes>subpage3>subsubpage_i,MOB,196,-4,-0.02040816326530612
main>disputes>subpage3>subsubpage_k,MOB,29,11,0.3793103448275862
main>disputes>subpage3>subsubpage_l,MOB,14,4,0.2857142857142857
main>disputes>subpage3>subsubpage_m,MOB,10,0,0.0
main>disputes>subpage3>subsubpage_n,MOB,24,0,0.0
main>disputes>subpage3>subsubpage_s,MOB,110,6,0.05454545454545454
main>disputes>subpage3>subsubpage_t,MOB,98,35,0.35714285714285715
main>disputes>subpage4>subsubpage_a,MOB,23653,533,0.02253413943263011
main>disputes>subpage4>subsubpage_c,MOB,32,-2,-0.0625
main>disputes>subpage4>subsubpage_d,MOB,89,12,0.1348314606741573
main>disputes>subpage4>subsubpage_g,MOB,193,39,0.20207253886010362
main>disputes>subpage4>subsubpage_h,MOB,14,0,0.0
main>disputes>subpage4>subsubpage_i,MOB,57,22,0.38596491228070173
main>disputes>subpage4>subsubpage_j,MOB,1490,277,0.18590604026845636
main>disputes>subpage4>subsubpage_k,MOB,68,14,0.20588235294117646
main>disputes>subpage4>subsubpage_l,MOB,520,11,0.021153846153846155
main>disputes>subpage4>subsubpage_q,MOB,28,4,0.14285714285714285
main>disputes>subpage4>subsubpage_r,MOB,32,4,0.125
main>disputes>subpage4>subsubpage_t,MOB,91,-17,-0.18681318681318682
main>disputes>subpage4>subsubpage_v,MOB,71,13,0.18309859154929578
main>disputes>subpage4>subsubpage_x,MOB,28,-3,-0.10714285714285714
main>disputes>subpage4>subsubpage_z,MOB,2385,347,0.14549266247379455
main>disputes>subpage5>subsubpage_b,MOB,1979,-140,-0.07074279939363315
main>disputes>subpage5>subsubpage_f,MOB,35,16,0.45714285714285713
main>disputes>subpage5>subsubpage_h,MOB,83,16,0.1927710843373494
main>disputes>subpage5>subsubpage_j,MOB,186,52,0.27956989247311825
main>disputes>subpage5>subsubpage_l,MOB,13,3,0.23076923076923078
main>disputes>subpage5>subsubpage_m,MOB,578,-28,-0.04844290657439446
main>disputes>subpage5>subsubpage_n,MOB,44,-8,-0.18181818181818182
main>disputes>subpage5>subsubpage_o,MOB,181,18,0.09944751381215469
main>disputes>subpage5>subsubpage_q,MOB,236,67,0.2838983050847458
main>disputes>subpage5>subsubpage_s,MOB,38,6,0.15789473684210525
main>disputes>subpage5>subsubpage_v,MOB,12,3,0.25
main>disputes>subpage5>subsubpage_w,MOB,417,121,0.290167865707434
main>disputes>subpage5>subsubpage_y,MOB,83,-6,-0.07228915662650602
main>disputes>subpage6>subsubpage_b,MOB,54,10,0.18518518518518517
main>disputes>subpage6>subsubpage_c,MOB,10015,4456,0.4449326010983525
main>disputes>subpage6>subsubpage_h,MOB,161,10,0.062111801242236024
main>disputes>subpage6>subsubpage_j,MOB,63,-9,-0.14285714285714285
main>disputes>subpage6>subsubpage_k,MOB,45,5,0.1111111111111111
main>disputes>subpage6>subsubpage_l,MOB,19,1,0.05263157894736842
main>disputes>subpage6>subsubpage_p,MOB,67,14,0.208955223880597
main>disputes>subpage6>subsubpage_q,MOB,46,0,0.0
main>disputes>subpage6>subsubpage_r,MOB,252,41,0.1626984126984127
main>disputes>subpage6>subsubpage_v,MOB,10188,-1860,-0.18256772673733804
main>disputes>subpage6>subsubpage_y,MOB,79,22,0.27848101265822783
main>disputes>subpage6>subsubpage_z,MOB,11,4,0.36363636363636365
main>disputes>subpage7>subsubpage_a,MOB,38,13,0.34210526315789475
main>disputes>subpage7>subsubpage_i,MOB,79,-6,-0.0759493670886076
main>disputes>subpage7>subsubpage_k,MOB,142,28,0.19718309859154928
main>disputes>subpage7>subsubpage_l,MOB,3849,-1145,-0.297479864899974
main>disputes>subpage7>subsubpage_p,MOB,4667,898,0.19241482751232056
main>disputes>subpage7>subsubpage_s,MOB,550,77,0.14
main>disputes>subpage7>subsubpage_u,MOB,82,0,0.0
main>disputes>subpage7>subsubpage_v,MOB,118,23,0.19491525423728814
main>disputes>subpage7>subsubpage_y,MOB,191,32,0.16753926701570682
main>disputes>subpage8>subsubpage_b,MOB,75,21,0.28
main>disputes>subpage8>subsubpage_d,MOB,90,15,0.16666666666666666
main>disputes>subpage8>subsubpage_e,MOB,21,3,0.14285714285714285
main>disputes>subpage8>subsubpage_g,MOB,895,-126,-0.14078212290502792
main>disputes>subpage8>subsubpage_r,MOB,31,0,0.0
main>disputes>subpage8>subsubpage_s,MOB,9,0,0.0
main>disputes>subpage8>subsubpage_w,MOB,149,29,0.19463087248322147
main>disputes>subpage8>subsubpage_x,MOB,70,10,0.14285714285714285
main>disputes>subpage9>subsubpage_a,MOB,1465,549,0.3747440273037543
main>disputes>subpage9>subsubpage_g,MOB,6,0,0.0
main>disputes>subpage9>subsubpage_h,MOB,9224,1052,0.11405030355594102
main>disputes>subpage9>subsubpage_i,MOB,22,4,0.18181818181818182
main>disputes>subpage9>subsubpage_j,MOB,1947,224,0.1150487930148947
main>disputes>subpage9>subsubpage_m,MOB,15,3,0.2
main>disputes>subpage9>subsubpage_s,MOB,17,1,0.058823529411764705
main>disputes>subpage9>subsubpage_t,MOB,25,9,0.36
main>disputes>subpage9>subsubpage_v,MOB,164,16,0.0975609756097561
main>disputes>subpage9>subsubpage_z,MOB,7524,2388,0.31738437001594894
main>it>subpage10>subsubpage_c,MOB,197,28,0.14213197969543148
main>it>subpage10>subsubpage_h,MOB,153,57,0.37254901960784315
main>it>subpage10>subsubpage_i,MOB,157,-9,-0.05732484076433121
main>it>subpage10>subsubpage_j,MOB,226,51,0.22566371681415928
main>it>subpage10>subsubpage_o,MOB,76,6,0.07894736842105263
main>it>subpage10>subsubpage_p,MOB,119,22,0.18487394957983194
main>it>subpage10>subsubpage_u,MOB,38,12,0.3157894736842105
main>it>subpage10>subsubpage_v,MOB,150,-3,-0.02
main>it>subpage10>subsubpage_w,MOB,57,-2,-0.03508771929824561
main>it>subpage10>subsubpage_x,MOB,30,0,0.0
main>it>subpage10>subsubpage_y,MOB,203,38,0.18719211822660098
main>it>subpage10>subsubpage_z,MOB,315,-41,-0.13015873015873017
main>it>subpage1>subsubpage_a,MOB,653,107,0.1638591117917305
main>it>subpage1>subsubpage_b,MOB,68,-2,-0.029411764705882353
main>it>subpage1>subsubpage_d,MOB,109,-2,-0.01834862385321101
main>it>subpage1>subsubpage_i,MOB,22,2,0.09090909090909091
main>it>subpage1>subsubpage_j,MOB,65,13,0.2
main>it>subpage1>subsubpage_o,MOB,14,0,0.0
main>it>subpage1>subsubpage_p,MOB,2112,160,0.07575757575757576
main>it>subpage1>subsubpage_q,MOB,17,2,0.11764705882352941
main>it>subpage1>subsubpage_r,MOB,21465,2341,0.10906126252038202
main>it>subpage1>subsubpage_t,MOB,515,-129,-0.2504854368932039
main>it>subpage1>subsubpage_u,MOB,42,3,0.07142857142857142
main>it>subpage1>subsubpage_v,MOB,19,3,0.15789473684210525
main>it>subpage1>subsubpage_y,MOB,138,43,0.3115942028985507
main>it>subpage2>subsubpage_a,MOB,42,19,0.4523809523809524
main>it>subpage2>subsubpage_e,MOB,831,207,0.2490974729241877
main>it>subpage2>subsubpage_h,MOB,2166,350,0.1615881809787627
main>it>subpage2>subsubpage_i,MOB,28,0,0.0
main>it>subpage2>subsubpage_j,MOB,105,17,0.1619047619047619
